"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분"
"서울특별시 은평구 대조동","8*","도로","제2종일반주거지역","-","201910","30","3.3","452","지분"
"서울특별시 은평구 대조동","8*","대","제2종일반주거지역","-","201910","30","1.55","466","지분"
"서울특별시 동대문구 답십리동","3**","전","제2종일반주거지역","-","201910","30","111","58,886"," "
"서울특별시 동대문구 답십리동","3**","전","제2종일반주거지역","-","201910","30","111","59,086"," "
"서울특별시 은평구 대조동","8*","대","제2종일반주거지역","-","201910","30","1.86","591","지분"
"서울특별시 중랑구 묵동","7*","도로","제2종일반주거지역","-","201910","30","42","8,800"," "
"서울특별시 구로구 신도림동","4**","전","준주거지역","25m이상","201910","30","7","9,047"," "
"서울특별시 구로구 신도림동","3**","전","준공업지역","8m미만","201910","31","11","1,100","지분"
"서울특별시 용산구 한남동","6*","대","제1종일반주거지역","8m미만","201910","31","89","117,000"," "
"서울특별시 노원구 상계동","산1**","임야","자연녹지지역","8m미만","201910","31","76.5","13,000","지분"
"서울특별시 종로구 당주동","1**","대","제3종일반주거지역","25m미만","201910","31","14.9","17,689"," "
"서울특별시 도봉구 도봉동","4**","대","제1종일반주거지역","8m미만","201910","31","60","18,700"," "
"서울특별시 성북구 장위동","3**","도로","제2종일반주거지역","-","201910","31","6.67","2,000","지분"
"서울특별시 종로구 창신동","4**","대","일반상업지역","8m미만","201910","31","4.95","2,250","지분"
"서울특별시 동작구 상도동","2*","대","제2종일반주거지역","8m미만","201910","31","10","2,772"," "
"서울특별시 성북구 장위동","3**","도로","제2종일반주거지역","-","201910","31","56.67","20,000","지분"
"서울특별시 노원구 상계동","1**","대","제2종일반주거지역","-","201910","31","13.5","20,000","지분"
"서울특별시 성북구 안암동3가","1**","대","제2종일반주거지역","8m미만","201910","31","53.9","20,000"," "
"서울특별시 종로구 신문로1가","5*","대","제3종일반주거지역","25m미만","201910","31","23.9","28,373"," "
"서울특별시 동작구 상도동","1**","도로","제2종일반주거지역","-","201910","31","10.8","3,600","지분"
"서울특별시 동작구 상도동","1**","도로","제2종일반주거지역","-","201910","31","95.33","31,724","지분"
"서울특별시 종로구 당주동","1**","대","제3종일반주거지역","25m미만","201910","31","32.8","38,939"," "
"서울특별시 동작구 상도동","2*","대","제2종일반주거지역","-","201910","31","185","51,279"," "
"서울특별시 성북구 보문동1가","1**","대","제2종일반주거지역","12m미만","201910","31","60.8","59,461"," "
"서울특별시 도봉구 창동","5**","답","제2종일반주거지역","8m미만","201910","31","223","60,700"," "
"서울특별시 동작구 상도동","2*","전","제2종일반주거지역","-","201910","31","274","75,949"," "
"서울특별시 성북구 장위동","2**","도로","제2종일반주거지역","-","201910","31","28.29","8,000","지분"
"서울특별시 강동구 길동","3**","도로","제2종일반주거지역","-","201910","31","16.7","9,000","지분"
"서울특별시 용산구 한남동","6*","대","제1종일반주거지역","8m미만","201910","31","723","950,000"," "
"서울특별시 서대문구 홍은동","*","도로","제2종일반주거지역","8m미만","201911","1","4.94","1,029","지분"
"서울특별시 서대문구 홍은동","*","도로","제2종일반주거지역","8m미만","201911","1","8.99","1,871","지분"
"서울특별시 용산구 한남동","6*","도로","제1종일반주거지역","8m미만","201911","1","97","110,000"," "
"서울특별시 서대문구 홍은동","*","대","제2종일반주거지역","8m미만","201911","1","61.5","12,808","지분"
"서울특별시 서대문구 북아현동","1**","대","근린상업지역","8m미만","201911","1","52.9","131,200","지분"
"서울특별시 구로구 신도림동","4**","대","준주거지역","8m미만","201911","1","145","151,317"," "
"서울특별시 서대문구 북아현동","1**","대","근린상업지역","8m미만","201911","1","65.8","163,200","지분"
"서울특별시 서대문구 북아현동","3**","대","제2종일반주거지역","8m미만","201911","1","7","2,600"," "
"서울특별시 서대문구 홍은동","*","대","제2종일반주거지역","8m미만","201911","1","15.5","3,228","지분"
"서울특별시 서대문구 홍은동","*","도로","제2종일반주거지역","8m미만","201911","1","16.62","3,461","지분"
"서울특별시 서대문구 홍은동","*","도로","제2종일반주거지역","8m미만","201911","1","17.52","3,649","지분"
"서울특별시 강북구 우이동","산6*","임야","자연녹지지역","8m미만","201911","1","330","3,990","지분"
"서울특별시 성동구 성수동1가","4**","도로","제2종일반주거지역","-","201911","1","36","30,000"," "
"서울특별시 관악구 신림동","산7*","임야","제2종일반주거지역","8m미만","201911","1","220","36,000","지분"
"서울특별시 서대문구 홍은동","*","대","제2종일반주거지역","8m미만","201911","1","20.5","4,269","지분"
"서울특별시 서대문구 북아현동","1**","대","근린상업지역","25m이상","201911","1","18.35","45,500","지분"
"서울특별시 강서구 오곡동","4**","답","자연녹지지역","-","201911","1","17","500"," "
"서울특별시 서대문구 북아현동","3**","대","제2종일반주거지역","8m미만","201911","1","46","57,063"," "
"서울특별시 강동구 암사동","1**","전","개발제한구역","-","201911","1","132.25","6,500","지분"
"서울특별시 구로구 항동","산2*","임야","개발제한구역","-","201911","1","23","693","지분"
"서울특별시 영등포구 신길동","1**","대","제2종일반주거지역","8m미만","201911","1","96","71,000"," "
"서울특별시 서대문구 북아현동","3**","대","제2종일반주거지역","-","201911","1","3","800"," "
"서울특별시 서대문구 홍은동","*","대","제2종일반주거지역","8m미만","201911","1","46.5","9,684","지분"
"서울특별시 용산구 서빙고동","2**","대","제3종일반주거지역","8m미만","201911","2","16.6","12,500","지분"
"서울특별시 성북구 장위동","1*","도로","제2종일반주거지역","-","201911","2","96","44,680"," "
"서울특별시 은평구 증산동","2**","대","제2종일반주거지역","12m미만","201911","2","20.04","63,115","지분"
"서울특별시 은평구 증산동","2**","대","제2종일반주거지역","8m미만","201911","2","22.43","66,498","지분"
"서울특별시 관악구 신림동","3**","전","제1종일반주거지역","8m미만","201911","2","15","7,500"," "
"서울특별시 영등포구 당산동1가","2**","대","준공업지역","8m미만","201911","2","93","70,000"," "
"서울특별시 관악구 신림동","3**","답","제1종일반주거지역","8m미만","201911","2","24","9,000"," "
"서울특별시 강동구 성내동","4**","도로","제2종일반주거지역","-","201911","3","1.85","352","지분"
"서울특별시 종로구 창신동","4**","대","일반상업지역","8m미만","201911","4","3.3","1,500","지분"
"서울특별시 도봉구 도봉동","6**","대","제3종일반주거지역","12m미만","201911","4","26.9","13,181"," "
"서울특별시 은평구 응암동","5**","주차장","제3종일반주거지역","8m미만","201911","4","79.3","18,000"," "
"서울특별시 종로구 평창동","1**","전","제2종일반주거지역","-","201911","4","93","21,762"," "
"서울특별시 은평구 구산동","산1**","대","개발제한구역","-","201911","4","165.29","3,450","지분"
"서울특별시 종로구 신영동","산*","임야","제1종전용주거지역","-","201911","4","42","3,532","지분"
"서울특별시 도봉구 도봉동","6**","대","제2종일반주거지역","-","201911","4","59","30,049"," "
"서울특별시 노원구 월계동","3**","대","제1종전용주거지역","8m미만","201911","4","106","31,095"," "
"서울특별시 성동구 금호동4가","1***","대","제2종일반주거지역","8m미만","201911","4","37","33,000"," "
"서울특별시 강남구 도곡동","4**","대","제2종일반주거지역","8m미만","201911","4","239.8","360,000"," "
"서울특별시 용산구 주성동","2*","도로","제3종일반주거지역","8m미만","201911","4","9","5,850"," "
"서울특별시 은평구 신사동","3**","대","제1종일반주거지역","8m미만","201911","4","211","68,892"," "
"서울특별시 종로구 창신동","4**","대","일반상업지역","8m미만","201911","4","6.6","7,000","지분"
"서울특별시 용산구 주성동","2*","도로","제3종일반주거지역","8m미만","201911","4","11","7,150"," "
"서울특별시 금천구 시흥동","산8*","임야","개발제한구역","-","201911","4","66.12","718","지분"
"서울특별시 마포구 망원동","3**","대","제2종일반주거지역","12m미만","201911","5","33.3","1,000","지분"
"서울특별시 금천구 독산동","6**","답","준공업지역","8m미만","201911","5","6","1,000"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201911","5","265","1,032","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201911","5","333","1,290","지분"
"서울특별시 종로구 창신동","4**","대","일반상업지역","8m미만","201911","5","3.3","1,500","지분"
"서울특별시 용산구 서빙고동","2**","대","제3종일반주거지역","8m미만","201911","5","16.6","12,500","지분"
"서울특별시 구로구 오류동","*","대","제2종일반주거지역","8m미만","201911","5","59.09","14,000","지분"
"서울특별시 은평구 불광동","2**","대","제2종일반주거지역","8m미만","201911","5","43","26,000"," "
"서울특별시 서초구 우면동","산2*","임야","개발제한구역","-","201911","5","1904","26,846"," "
"서울특별시 중구 황학동","2***","대","일반상업지역","8m미만","201911","5","171.3","280,500"," "
"서울특별시 서대문구 홍제동","2**","대","제2종일반주거지역","25m미만","201911","5","5.4","3,100"," "
"서울특별시 성동구 성수동2가","3**","대","제3종일반주거지역","8m미만","201911","5","17","31,000"," "
"서울특별시 용산구 청파동3가","1**","도로","제2종일반주거지역","8m미만","201911","5","1.66","400","지분"
"서울특별시 강서구 오곡동","5**","답","개발제한구역","8m미만","201911","5","2000","45,000"," "
"서울특별시 마포구 창전동","*","대","제2종일반주거지역","-","201911","5","45","47,600"," "
"서울특별시 은평구 수색동","3**","대","제2종일반주거지역","8m미만","201911","5","20","5,090"," "
"서울특별시 종로구 창신동","4**","대","일반상업지역","8m미만","201911","5","4.95","5,250","지분"
"서울특별시 구로구 오류동","2**","임야","준주거지역","8m미만","201911","5","114.19","50,000","지분"
"서울특별시 노원구 공릉동","3**","대","제2종일반주거지역","8m미만","201911","5","990.3","540,000"," "
"서울특별시 도봉구 도봉동","산6*","임야","제1종일반주거지역","8m미만","201911","5","18","8,000"," "
"서울특별시 구로구 오류동","산3*","임야","개발제한구역","8m미만","201911","5","397","8,615"," "
"서울특별시 성북구 성북동","1**","대","제1종일반주거지역","8m미만","201911","5","314","80,271"," "
"서울특별시 동작구 흑석동","7*","대","제2종일반주거지역","8m미만","201911","5","18.84","82,400","지분"
"서울특별시 성북구 성북동","1**","도로","제1종일반주거지역","-","201911","5","60","9,729"," "
"서울특별시 성북구 장위동","3*","대","제2종일반주거지역","8m미만","201911","6","4","1,006"," "
"서울특별시 용산구 이촌동","3**","대","제3종일반주거지역","25m이상","201911","6","6.61","2"," "
"서울특별시 중구 신당동","5*","대","제2종일반주거지역","12m미만","201911","6","2","2,110","지분"
"서울특별시 중구 신당동","6*","대","제2종일반주거지역","-","201911","6","7","2,500","지분"
"서울특별시 도봉구 쌍문동","9*","도로","제2종일반주거지역","8m미만","201911","6","89","26,922"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201911","6","165.29","345","지분"
"서울특별시 영등포구 신길동","3***","도로","제2종일반주거지역","8m미만","201911","6","8","4,000"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201911","6","330.71","690","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","12m미만","201911","7","2.05","1,200"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201911","7","399","1,548","지분"
"서울특별시 강동구 강일동","3**","임야","제1종일반주거지역","-","201911","7","16","1,834","지분"
"서울특별시 성북구 길음동","5**","대","준주거지역","8m미만","201911","7","26","10,300"," "
"서울특별시 강동구 강일동","3**","임야","제1종일반주거지역","-","201911","7","99","10,633","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","269.9","103,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","29.9","11,000"," "
"서울특별시 성북구 길음동","5**","대","준주거지역","8m미만","201911","7","33","12,000"," "
"서울특별시 강동구 강일동","3**","임야","제1종일반주거지역","-","201911","7","106","12,153","지분"
"서울특별시 성북구 길음동","5**","대","준주거지역","8m미만","201911","7","33","12,800"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","36.4","13,000"," "
"서울특별시 성북구 길음동","5**","대","준주거지역","8m미만","201911","7","40","13,500"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","12m미만","201911","7","28.7","13,600"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","40.8","15,000"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","8m미만","201911","7","8.3","15,735"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","36.4","16,300"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","43","16,500"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","40.4","18,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","43.6","18,000"," "
"서울특별시 구로구 오류동","*","대","제2종일반주거지역","8m미만","201911","7","67.02","18,000","지분"
"서울특별시 중구 입정동","9*","대","일반상업지역","-","201911","7","1.2","2,289"," "
"서울특별시 강동구 천호동","2*","대","준주거지역","-","201911","7","4","2,597"," "
"서울특별시 동작구 사당동","1**","도로","제2종일반주거지역","-","201911","7","99","2,800","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","60.3","20,500"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","52","21,800"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","25m이상","201911","7","21.3","21,900"," "
"서울특별시 중구 입정동","6*","대","일반상업지역","8m미만","201911","7","83.73","219,340","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","12m미만","201911","7","46.4","22,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","62.8","25,000"," "
"서울특별시 중구 입정동","6*","대","일반상업지역","8m미만","201911","7","30.42","279,661","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","75","29,900"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","8","3,400"," "
"서울특별시 강동구 강일동","3**","임야","제1종일반주거지역","-","201911","7","34","3,631","지분"
"서울특별시 강동구 강일동","3**","전","제1종일반주거지역","-","201911","7","34","3,898","지분"
"서울특별시 성북구 길음동","5**","대","준주거지역","8m미만","201911","7","79","31,000"," "
"서울특별시 강동구 강일동","3**","임야","제1종일반주거지역","-","201911","7","3","322","지분"
"서울특별시 성동구 금호동4가","1***","대","제2종일반주거지역","8m미만","201911","7","37","33,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","93.7","34,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","95.5","35,500"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","8m미만","201911","7","18.6","36,567"," "
"서울특별시 성북구 길음동","5**","도로","준주거지역","-","201911","7","274","37,000"," "
"서울특별시 성북구 길음동","5**","대","준주거지역","8m미만","201911","7","99","38,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","72.6","38,000"," "
"서울특별시 강북구 미아동","4**","대","제2종일반주거지역","8m미만","201911","7","117","38,000","지분"
"서울특별시 중구 산림동","2**","대","일반상업지역","-","201911","7","20.1","39,163"," "
"서울특별시 강동구 강일동","3**","전","제1종일반주거지역","-","201911","7","39","4,165","지분"
"서울특별시 성북구 길음동","5**","도로","준주거지역","-","201911","7","33","4,300"," "
"서울특별시 성북구 길음동","5**","도로","준주거지역","-","201911","7","26","4,300"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","12m미만","201911","7","10.15","4,500"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","25m미만","201911","7","2.3","4,730","지분"
"서울특별시 중구 산림동","2**","대","일반상업지역","25m미만","201911","7","2.3","4,730","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","100.1","40,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","102.8","41,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","95.8","41,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","102.2","41,000"," "
"서울특별시 은평구 대조동","8*","대","제2종일반주거지역","-","201911","7","1.55","414","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","113.6","43,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","12m미만","201911","7","99.5","47,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","130.3","47,000"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","-","201911","7","24.15","49,670","지분"
"서울특별시 중구 산림동","2**","대","일반상업지역","-","201911","7","24.15","49,670","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","125.4","50,000"," "
"서울특별시 마포구 공덕동","1**","대","제3종일반주거지역","12m미만","201911","7","28.5","500","지분"
"서울특별시 은평구 대조동","8*","대","제2종일반주거지역","-","201911","7","1.65","525","지분"
"서울특별시 성북구 길음동","1***","대","준주거지역","12m미만","201911","7","102.6","55,000"," "
"서울특별시 성북구 길음동","5**","대","준주거지역","-","201911","7","387","56,000"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","1.6","590"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","25m이상","201911","7","5.63","6,300"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","-","201911","7","34.3","67,433"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","25m미만","201911","7","3.84","7,670","지분"
"서울특별시 양천구 신정동","1***","대","제2종일반주거지역","8m미만","201911","7","42.17","75,000","지분"
"서울특별시 강동구 강일동","3**","임야","제1종일반주거지역","-","201911","7","75","8,599","지분"
"서울특별시 동작구 노량진동","2**","대","제3종일반주거지역","8m미만","201911","7","2","800"," "
"서울특별시 중구 황학동","2***","대","일반상업지역","8m미만","201911","7","84.7","89,836"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","8m미만","201911","7","21","9,100"," "
"서울특별시 성북구 길음동","1***","대","준주거지역","12m미만","201911","7","2","900"," "
"서울특별시 용산구 이촌동","3**","대","제3종일반주거지역","25m이상","201911","8","6.61","1","지분"
"서울특별시 종로구 신영동","산*","임야","제1종전용주거지역","-","201911","8","16.5","1,387","지분"
"서울특별시 노원구 상계동","1***","답","제3종일반주거지역","12m미만","201911","8","5","1,643"," "
"서울특별시 서초구 원지동","3**","전","개발제한구역","8m미만","201911","8","1269","100,000"," "
"서울특별시 용산구 이태원동","7*","대","제2종일반주거지역","8m미만","201911","8","17","22,000","지분"
"서울특별시 성북구 성북동","1**","대","제2종일반주거지역","-","201911","8","67","37,956"," "
"서울특별시 구로구 고척동","산1*","임야","자연녹지지역","-","201911","8","122","4,000"," "
"서울특별시 강북구 수유동","2**","도로","제3종일반주거지역","8m미만","201911","8","9","400"," "
"서울특별시 성북구 삼선동2가","3**","대","제2종일반주거지역","8m미만","201911","8","66.1","50,800"," "
"서울특별시 강동구 성내동","2*","대","제2종일반주거지역","8m미만","201911","8","79","51,415"," "
"서울특별시 영등포구 도림동","1**","대","준공업지역","-","201911","8","1.2","607"," "
"서울특별시 동작구 흑석동","7*","대","제2종일반주거지역","25m미만","201911","8","34.42","80,760","지분"
"서울특별시 용산구 이촌동","3**","대","제3종일반주거지역","25m이상","201911","9","6.61","2"," "
"서울특별시 서대문구 북아현동","8**","대","제2종일반주거지역","8m미만","201911","9","36.5","29,000","지분"
"서울특별시 마포구 공덕동","1**","대","제2종일반주거지역","8m미만","201911","9","50","30,000"," "
"서울특별시 성북구 보문동1가","7*","대","제2종일반주거지역","8m미만","201911","9","19.9","41,350","지분"
"서울특별시 동대문구 이문동","2**","도로","준주거지역","-","201911","9","136","50,500"," "
"서울특별시 구로구 항동","산*","임야","제2종일반주거지역","-","201911","10","6.28","100","지분"
"서울특별시 구로구 항동","산*","임야","개발제한구역","12m미만","201911","10","4.72","100","지분"
"서울특별시 구로구 항동","산*","임야","제2종일반주거지역","-","201911","10","1.8","50","지분"
"서울특별시 은평구 수색동","3**","대","제2종일반주거지역","8m미만","201911","10","206","72,460"," "
"서울특별시 용산구 이촌동","3**","대","제3종일반주거지역","25m이상","201911","11","6.61","1","지분"
"서울특별시 관악구 신림동","2**","도로","제2종일반주거지역","-","201911","11","20","1,150"," "
"서울특별시 마포구 대흥동","2*","도로","제2종일반주거지역","-","201911","11","17","1,800"," "
"서울특별시 서대문구 홍은동","2**","도로","제2종일반주거지역","-","201911","11","103","10,000","지분"
"서울특별시 종로구 화동","*","대","제1종일반주거지역","8m미만","201911","11","18.8","11,000"," "
"서울특별시 은평구 증산동","2**","대","제2종일반주거지역","8m미만","201911","11","159","121,576"," "
"서울특별시 중구 입정동","5*","대","일반상업지역","8m미만","201911","11","8.75","14,422","지분"
"서울특별시 성동구 도선동","1*","대","일반상업지역","-","201911","11","4.94","14,790","지분"
"서울특별시 송파구 방이동","4**","답","개발제한구역","25m이상","201911","11","194","17,809"," "
"서울특별시 은평구 불광동","6**","대","제2종일반주거지역","8m미만","201911","11","49","19,894"," "
"서울특별시 동작구 사당동","1**","도로","제2종일반주거지역","-","201911","11","99","2,800","지분"
"서울특별시 은평구 불광동","6**","대","제2종일반주거지역","8m미만","201911","11","53","21,518"," "
"서울특별시 성동구 도선동","1*","대","일반상업지역","12m미만","201911","11","13.23","23,340","지분"
"서울특별시 중구 오장동","1*","대","일반상업지역","-","201911","11","6","3,600"," "
"서울특별시 강북구 수유동","4*","대","일반상업지역","8m미만","201911","11","20.15","3,661","지분"
"서울특별시 성동구 도선동","1*","대","일반상업지역","12m미만","201911","11","2.2","3,800","지분"
"서울특별시 강북구 수유동","4*","대","일반상업지역","8m미만","201911","11","52.55","33,083","지분"
"서울특별시 성동구 도선동","1*","대","일반상업지역","12m미만","201911","11","22.13","38,800","지분"
"서울특별시 구로구 구로동","7**","도로","제2종일반주거지역","8m미만","201911","11","15","4,035"," "
"서울특별시 은평구 불광동","6**","대","제2종일반주거지역","-","201911","11","10","4,060"," "
"서울특별시 구로구 구로동","7**","도로","제2종일반주거지역","8m미만","201911","11","195","43,290"," "
"서울특별시 송파구 방이동","4**","답","개발제한구역","25m이상","201911","11","487","44,707"," "
"서울특별시 성동구 도선동","1*","대","일반상업지역","-","201911","11","3.37","5,950","지분"
"서울특별시 성동구 도선동","1*","대","일반상업지역","12m미만","201911","11","19.4","58,070","지분"
"서울특별시 종로구 팔판동","1**","대","제1종일반주거지역","8m미만","201911","11","5.6","6,637"," "
"서울특별시 은평구 불광동","6**","대","제2종일반주거지역","8m미만","201911","11","17","6,902"," "
"서울특별시 중구 오장동","1*","대","일반상업지역","-","201911","11","1","600"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201911","11","165.29","645","지분"
"서울특별시 은평구 대조동","8*","도로","제2종일반주거지역","-","201911","11","5","653"," "
"서울특별시 중구 오장동","1*","대","일반상업지역","-","201911","11","11.9","7,200"," "
"서울특별시 은평구 불광동","6**","대","제2종일반주거지역","8m미만","201911","11","2","812"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","8m미만","201911","11","24.15","87,100","지분"
"서울특별시 성동구 도선동","1*","대","일반상업지역","-","201911","11","5.64","9,900","지분"
"서울특별시 구로구 오류동","2**","대","제2종일반주거지역","8m미만","201911","11","30","9,980"," "
"서울특별시 은평구 불광동","2*","대","제1종일반주거지역","-","201911","12","16.5","1,345","지분"
"서울특별시 은평구 불광동","2*","도로","제1종일반주거지역","-","201911","12","16.5","1,345","지분"
"서울특별시 은평구 불광동","2*","도로","제1종일반주거지역","-","201911","12","18","1,480","지분"
"서울특별시 종로구 창신동","4**","대","일반상업지역","8m미만","201911","12","3.3","1,500","지분"
"서울특별시 서대문구 홍은동","1*","대","제1종일반주거지역","8m미만","201911","12","56","12,000"," "
"서울특별시 용산구 후암동","2**","대","제2종일반주거지역","8m미만","201911","12","227.8","140,000"," "
"서울특별시 은평구 불광동","2*","대","제1종일반주거지역","-","201911","12","33","2,690","지분"
"서울특별시 은평구 불광동","2*","대","제1종일반주거지역","-","201911","12","35","2,825","지분"
"서울특별시 동작구 흑석동","2**","대","제1종일반주거지역","8m미만","201911","12","53","30,000"," "
"서울특별시 영등포구 신길동","3***","도로","준주거지역","-","201911","12","60","35,000"," "
"서울특별시 광진구 자양동","5**","전","제2종일반주거지역","8m미만","201911","12","92","38,000","지분"
"서울특별시 중랑구 신내동","2**","전","개발제한구역","-","201911","12","542","40,000"," "
"서울특별시 송파구 방이동","4**","답","개발제한구역","25m이상","201911","12","68","6,242"," "
"서울특별시 성북구 길음동","1***","대","제3종일반주거지역","8m미만","201911","12","23.8","8,000"," "
"서울특별시 용산구 후암동","2**","대","제2종일반주거지역","8m미만","201911","12","528.6","825,675"," "
"서울특별시 관악구 신림동","3**","도로","제1종일반주거지역","-","201911","13","7","1,400"," "
"서울특별시 강동구 성내동","2**","대","제2종일반주거지역","8m미만","201911","13","178","140,000"," "
"서울특별시 노원구 상계동","6***","대","제3종일반주거지역","8m미만","201911","13","45","18,000"," "
"서울특별시 구로구 온수동","7*","대","제2종일반주거지역","12m미만","201911","13","10.3","2,000","지분"
"서울특별시 용산구 갈월동","*","대","제3종일반주거지역","8m미만","201911","13","7.3","2,431","지분"
"서울특별시 종로구 홍지동","9*","도로","제1종일반주거지역","-","201911","13","13","200"," "
"서울특별시 구로구 온수동","7*","대","제2종일반주거지역","12m미만","201911","13","15.44","3,000","지분"
"서울특별시 강서구 등촌동","5**","도로","제1종일반주거지역","-","201911","13","63.2","3,500"," "
"서울특별시 양천구 목동","6**","도로","제2종일반주거지역","8m미만","201911","13","148.76","4,000","지분"
"서울특별시 마포구 상수동","3**","대","제3종일반주거지역","25m미만","201911","13","1","5,300"," "
"서울특별시 용산구 갈월동","*","대","제2종일반주거지역","8m미만","201911","13","18.38","6,116","지분"
"서울특별시 강동구 천호동","4**","대","제3종일반주거지역","8m미만","201911","13","106","64,700"," "
"서울특별시 용산구 갈월동","*","대","제2종일반주거지역","8m미만","201911","13","21.41","7,128","지분"
"서울특별시 용산구 갈월동","*","대","제3종일반주거지역","8m미만","201911","13","22.64","7,535","지분"
"서울특별시 용산구 갈월동","*","대","제2종일반주거지역","8m미만","201911","13","26.44","8,800","지분"
"서울특별시 강동구 천호동","4**","대","제3종일반주거지역","8m미만","201911","13","102","81,200"," "
"서울특별시 용산구 갈월동","*","대","제2종일반주거지역","8m미만","201911","13","27.71","9,218","지분"
"서울특별시 용산구 갈월동","*","대","제3종일반주거지역","8m미만","201911","13","29.85","9,933","지분"
"서울특별시 서초구 양재동","산4*","임야","제1종일반주거지역","-","201911","14","46","1,067"," "
"서울특별시 구로구 궁동","1*","전","개발제한구역","-","201911","14","195","10,208"," "
"서울특별시 중구 황학동","1***","대","일반상업지역","25m미만","201911","14","30","110,000"," "
"서울특별시 종로구 가회동","1*","대","제1종일반주거지역","12m미만","201911","14","11.8","12,000","지분"
"서울특별시 구로구 오류동","*","대","제2종일반주거지역","8m미만","201911","14","67.02","12,860","지분"
"서울특별시 구로구 궁동","1*","전","개발제한구역","8m미만","201911","14","4155","216,752"," "
