"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200101 ~ 20200127"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"서울특별시 용산구 도원동","23","0023","0000","삼성래미안","전세","114.99","202001","11","54,000","0","21","2001","새창로 70"
"서울특별시 용산구 도원동","23","0023","0000","삼성래미안","전세","114.99","202001","11","55,000","0","1","2001","새창로 70"
"서울특별시 용산구 도원동","23","0023","0000","삼성래미안","전세","84.69","202001","16","48,000","0","4","2001","새창로 70"
"서울특별시 용산구 도원동","23","0023","0000","삼성래미안","전세","59.94","202001","17","43,000","0","18","2001","새창로 70"
"서울특별시 용산구 도원동","23","0023","0000","삼성래미안","전세","84.69","202001","18","53,000","0","8","2001","새창로 70"
"서울특별시 용산구 문배동","24-6","0024","0006","CJ나인파크","전세","84.98","202001","11","48,000","0","16","2007","백범로90다길 12"
"서울특별시 용산구 문배동","24-6","0024","0006","CJ나인파크","전세","97.24","202001","17","58,000","0","6","2007","백범로90다길 12"
"서울특별시 용산구 문배동","24-21","0024","0021","아크로타워","월세","84.97","202001","16","45,000","50","20","2007","백범로90길 26"
"서울특별시 용산구 문배동","24-4","0024","0004","용산큐브","전세","13.01","202001","10","17,000","0","19","2013","백범로90길 12"
"서울특별시 용산구 문배동","7-6","0007","0006","이안용산1차(102동)","전세","79.63","202001","9","50,000","0","7","2005","백범로90길 74"
"서울특별시 용산구 문배동","11-29","0011","0029","이안용산1차(103동)","전세","56.83","202001","20","45,000","0","4","2005","백범로90길 74"
"서울특별시 용산구 문배동","40-39","0040","0039","이안용산3차","월세","84.8","202001","15","29,500","40","7","2006","청파로 205-26"
"서울특별시 용산구 문배동","3-3","0003","0003","이안용산프리미어","전세","109.74","202001","14","60,000","0","26","2007","청파로 213"
"서울특별시 용산구 문배동","3-3","0003","0003","이안용산프리미어","전세","109.03","202001","17","58,000","0","21","2007","청파로 213"
"서울특별시 용산구 문배동","17-1","0017","0001","지오베르크","전세","76.1","202001","21","44,000","0","13","2004","백범로 346"
"서울특별시 용산구 문배동","24-8","0024","0008","프라임팰리스","전세","13.69","202001","2","15,500","0","16","2012","백범로90길 38"
"서울특별시 용산구 보광동","151","0151","0000","리버빌(삼성)","전세","59.7","202001","15","15,000","0","10","2000","보광로5길 40"
"서울특별시 용산구 보광동","448","0448","0000","신동아1","전세","84.93","202001","3","40,000","0","2","1992","보광로 14"
"서울특별시 용산구 보광동","448","0448","0000","신동아1","전세","84.93","202001","22","38,000","0","13","1992","보광로 14"
"서울특별시 용산구 산천동","193","0193","0000","리버힐삼성","전세","84.98","202001","2","47,000","0","15","2001","효창원로 17"
"서울특별시 용산구 산천동","193","0193","0000","리버힐삼성","전세","84.98","202001","13","48,000","0","3","2001","효창원로 17"
"서울특별시 용산구 산천동","193","0193","0000","리버힐삼성","전세","59.55","202001","16","37,000","0","4","2001","효창원로 17"
"서울특별시 용산구 산천동","193","0193","0000","리버힐삼성","전세","84.98","202001","18","41,000","0","5","2001","효창원로 17"
"서울특별시 용산구 산천동","204","0204","0000","한강타운","전세","59.69","202001","21","33,000","0","9","2001","새창로8길 157"
"서울특별시 용산구 서빙고동","293","0293","0000","그린파크(코오롱 하늘채)","월세","59.98","202001","15","10,000","110","10","2000","서빙고로51길 64"
"서울특별시 용산구 서빙고동","241-21","0241","0021","신동아","월세","166.98","202001","4","40,000","150","4","1984","이촌로 347"
"서울특별시 용산구 서빙고동","241-21","0241","0021","신동아","전세","95.66","202001","20","54,000","0","1","1984","이촌로 347"
"서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","월세","84.89","202001","9","40,000","95","20","2011","원효로 216"
"서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","월세","59.66","202001","16","20,000","120","5","2011","원효로 216"
"서울특별시 용산구 신창동","102","0102","0000","세방리버하이빌","전세","84.77","202001","17","48,000","0","6","2005","효창원로15길 16"
"서울특별시 용산구 용문동","90","0090","0000","브라운스톤","전세","84.98","202001","4","56,000","0","2","2011","효창원로 88"
"서울특별시 용산구 용문동","90","0090","0000","브라운스톤","전세","84.98","202001","4","55,000","0","2","2011","효창원로 88"
"서울특별시 용산구 용문동","90","0090","0000","브라운스톤","전세","114.93","202001","14","57,700","0","3","2011","효창원로 88"
"서울특별시 용산구 용문동","90","0090","0000","브라운스톤","전세","84.76","202001","15","55,000","0","8","2011","효창원로 88"
"서울특별시 용산구 용문동","90","0090","0000","브라운스톤","월세","84.91","202001","17","1,000","160","2","2011","효창원로 88"
"서울특별시 용산구 용산동5가","24-1","0024","0001","용산파크타워(24-1)","전세","130.56","202001","4","110,000","0","16","2009","서빙고로 69"
"서울특별시 용산구 용산동5가","24-1","0024","0001","용산파크타워(24-1)","전세","128.36","202001","8","115,000","0","18","2009","서빙고로 69"
"서울특별시 용산구 원효로1가","41","0041","0000","용산 더프라임","전세","55.325","202001","4","58,000","0","3","2014","원효로90길 11"
"서울특별시 용산구 원효로1가","41","0041","0000","용산 더프라임","전세","84.976","202001","6","71,000","0","19","2014","원효로90길 11"
"서울특별시 용산구 원효로1가","41","0041","0000","용산 더프라임","월세","123.673","202001","15","5,000","340","19","2014","원효로90길 11"
"서울특별시 용산구 원효로1가","41","0041","0000","용산 더프라임","월세","55.989","202001","18","50,000","20","5","2014","원효로90길 11"
"서울특별시 용산구 원효로1가","41","0041","0000","용산 더프라임","월세","38.61","202001","21","30,000","50","6","2014","원효로90길 11"
"서울특별시 용산구 원효로1가","46-3","0046","0003","용산파크뷰(46-3)","전세","28.38","202001","20","27,300","0","14","2018","원효로 251"
"서울특별시 용산구 원효로4가","178","0178","0000","강변삼성스위트","전세","72.84","202001","9","49,000","0","7","1999","원효로 40"
"서울특별시 용산구 원효로4가","178","0178","0000","강변삼성스위트","전세","84.94","202001","10","45,000","0","4","1999","원효로 40"
"서울특별시 용산구 원효로4가","178","0178","0000","강변삼성스위트","월세","59.92","202001","11","10,000","75","17","1999","원효로 40"
"서울특별시 용산구 원효로4가","178","0178","0000","강변삼성스위트","전세","59.94","202001","16","3,000","0","2","1999","원효로 40"
"서울특별시 용산구 원효로4가","178","0178","0000","강변삼성스위트","전세","84.9","202001","23","50,000","0","12","1999","원효로 40"
"서울특별시 용산구 이촌동","193-3","0193","0003","강변","전세","63.93","202001","18","19,000","0","5","1971","이촌로 104"
"서울특별시 용산구 이촌동","402","0402","0000","강촌","전세","59.12","202001","5","49,000","0","13","1998","이촌로87길 14"
"서울특별시 용산구 이촌동","402","0402","0000","강촌","전세","106.645","202001","10","65,000","0","15","1998","이촌로87길 14"
"서울특별시 용산구 이촌동","402","0402","0000","강촌","월세","59.12","202001","11","40,000","33","21","1998","이촌로87길 14"
"서울특별시 용산구 이촌동","402","0402","0000","강촌","전세","84.905","202001","17","70,000","0","14","1998","이촌로87길 13"
"서울특별시 용산구 이촌동","395","0395","0000","대림","전세","114.96","202001","7","50,000","0","6","1994","이촌로2가길 122"
"서울특별시 용산구 이촌동","395","0395","0000","대림","전세","59.22","202001","10","32,000","0","5","1994","이촌로2가길 122"
"서울특별시 용산구 이촌동","395","0395","0000","대림","전세","59.22","202001","10","35,000","0","11","1994","이촌로2가길 122"
"서울특별시 용산구 이촌동","395","0395","0000","대림","전세","59.22","202001","18","33,000","0","3","1994","이촌로2가길 122"
"서울특별시 용산구 이촌동","418","0418","0000","동부센트레빌","월세","100.8","202001","16","5,000","310","17","2001","이촌로 174"
"서울특별시 용산구 이촌동","411","0411","0000","동아그린","전세","114.96","202001","10","50,000","0","19","1999","이촌로 100-8"
"서울특별시 용산구 이촌동","411","0411","0000","동아그린","전세","84.82","202001","13","42,000","0","8","1999","이촌로 100-8"
"서울특별시 용산구 이촌동","436","0436","0000","래미안첼리투스아파트","전세","124.02","202001","4","162,000","0","16","2015","이촌로 310"
"서울특별시 용산구 이촌동","436","0436","0000","래미안첼리투스아파트","전세","124.02","202001","9","145,000","0","14","2015","이촌로 310"
"서울특별시 용산구 이촌동","301-10","0301","0010","로얄맨숀","전세","157.59","202001","6","78,000","0","1","1972","이촌로75길 6"
"서울특별시 용산구 이촌동","301-170","0301","0170","반도","전세","197.46","202001","11","93,000","0","10","1977","이촌로 324-10"
"서울특별시 용산구 이촌동","301-170","0301","0170","반도","전세","197.46","202001","11","93,000","0","10","1977","이촌로 324-10"
"서울특별시 용산구 이촌동","422","0422","0000","북한강(성원)","전세","59.55","202001","15","40,000","0","10","2001","이촌로2가길 66"
"서울특별시 용산구 이촌동","300-301","0300","0301","삼익","월세","145.19","202001","3","50,000","35","4","1979","이촌로 260"
"서울특별시 용산구 이촌동","300-301","0300","0301","삼익","전세","145.26","202001","15","65,000","0","8","1979","이촌로 260"
"서울특별시 용산구 이촌동","300-301","0300","0301","삼익","전세","104.86","202001","22","38,000","0","12","1979","이촌로 260"
"서울특별시 용산구 이촌동","399-1","0399","0001","우성","전세","114.74","202001","16","87,000","0","14","1995","이촌로 193"
"서울특별시 용산구 이촌동","206-27","0206","0027","이촌시범","전세","69.42","202001","14","19,000","0","5","1970","이촌로14길 16"
"서울특별시 용산구 이촌동","206-27","0206","0027","이촌시범","전세","59.5","202001","20","14,000","0","2","1970","이촌로14길 16"
"서울특별시 용산구 이촌동","412","0412","0000","이촌코오롱(A)","월세","84.78","202001","2","20,000","150","6","1999","이촌로87길 21"
"서울특별시 용산구 이촌동","412","0412","0000","이촌코오롱(A)","전세","84.78","202001","21","72,000","0","15","1999","이촌로87길 21"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","월세","59.88","202001","3","40,000","35","3","1998","이촌로69길 30"
"서울특별시 용산구 이촌동","404","0404","0000","한가람","전세","59.88","202001","19","48,000","0","2","1998","이촌로 201"
"서울특별시 용산구 이촌동","415","0415","0000","한강(대우)","전세","84.98","202001","3","68,000","0","17","2000","이촌로 181"
"서울특별시 용산구 이촌동","415","0415","0000","한강(대우)","월세","60","202001","3","3,000","170","19","2000","이촌로 181"
"서울특별시 용산구 이촌동","400","0400","0000","현대한강","전세","84.88","202001","15","42,000","0","16","1997","이촌로34길 29"
"서울특별시 용산구 이촌동","400","0400","0000","현대한강","전세","59.55","202001","18","40,000","0","17","1997","이촌로34길 29"
"서울특별시 용산구 이태원동","729","0729","0000","남산대림","전세","59.92","202001","11","40,000","0","1","1994","녹사평대로 254"
"서울특별시 용산구 이태원동","729","0729","0000","남산대림","전세","84.75","202001","14","50,000","0","3","1994","녹사평대로 254"
"서울특별시 용산구 이태원동","22-2","0022","0002","청화1","전세","142.71","202001","23","53,000","0","4","1982","장문로 27"
"서울특별시 용산구 한강로2가","417","0417","0000","용산파크e-편한세상","월세","113.31","202001","10","60,000","20","12","2007","한강대로53길 16"
"서울특별시 용산구 한강로3가","65-7","0065","0007","시티하우스","전세","19.89","202001","16","19,000","0","7","2011","한강대로14길 37"
"서울특별시 용산구 한남동","810","0810","0000","한남더힐","전세","177.764","202001","3","270,000","0","3","2011","독서당로 111"
"서울특별시 용산구 한남동","72-1","0072","0001","한남동리첸시아","전세","37.53","202001","17","38,000","0","5","2004","한남대로 60"
"서울특별시 용산구 한남동","828","0828","0000","한남아이파크애비뉴","전세","46.2439","202001","11","48,000","0","4","2017","독서당로 46"
"서울특별시 용산구 한남동","827","0827","0000","한남해피트리","월세","65.97","202001","11","30,000","120","5","2016","한남대로27길 60"
"서울특별시 용산구 효창동","5-606","0005","0606","로얄카운티","전세","203.175","202001","3","70,000","0","6","2002","효창원로70길 34"
"서울특별시 용산구 효창동","274","0274","0000","효창파크푸르지오","전세","59.47","202001","6","55,000","0","13","2010","백범로 260"
"서울특별시 은평구 갈현동","537","0537","0000","갈현동현대","전세","84.87","202001","11","30,000","0","14","1997","갈현로33길 24"
"서울특별시 은평구 갈현동","537","0537","0000","갈현동현대","전세","59.25","202001","17","22,000","0","10","1997","갈현로33길 24"
"서울특별시 은평구 갈현동","537","0537","0000","갈현동현대","전세","59.25","202001","21","23,000","0","12","1997","갈현로33길 24"
"서울특별시 은평구 갈현동","467-2","0467","0002","역촌맨션","전세","53.2","202001","6","10,000","0","4","1973","연서로19길 9"
"서울특별시 은평구 갈현동","548","0548","0000","유호루하스","전세","21.27","202001","8","16,000","0","7","2018","갈현로 300"
"서울특별시 은평구 갈현동","548","0548","0000","유호루하스","전세","17.098","202001","16","12,000","0","4","2018","갈현로 300"
"서울특별시 은평구 갈현동","548","0548","0000","유호루하스","전세","16.453","202001","20","10,500","0","7","2018","갈현로 300"
"서울특별시 은평구 갈현동","548","0548","0000","유호루하스","전세","16.768","202001","21","12,000","0","4","2018","갈현로 300"
"서울특별시 은평구 갈현동","488-16","0488","0016","천수","전세","69.57","202001","9","20,000","0","3","2003","연서로17길 34-14"
"서울특별시 은평구 구산동","224","0224","0000","경남아너스빌","전세","84.69","202001","6","31,000","0","4","2004","갈현로11길 46"
"서울특별시 은평구 구산동","224","0224","0000","경남아너스빌","전세","84.69","202001","10","30,500","0","18","2004","갈현로11길 46"
"서울특별시 은평구 구산동","224","0224","0000","경남아너스빌","전세","122.77","202001","15","40,000","0","4","2004","갈현로11길 46"
"서울특별시 은평구 구산동","162-1","0162","0001","경향","월세","84.06","202001","2","2,000","80","2","1989","갈현로15길 53"
"서울특별시 은평구 구산동","226","0226","0000","구산그린빌","전세","59.76","202001","2","20,000","0","3","2009","갈현로7길 56"
"서울특별시 은평구 구산동","355-95","0355","0095","동익파크(355-95)","전세","84.98","202001","21","19,000","0","10","1991","서오릉로21길 20"
"서울특별시 은평구 구산동","355-98","0355","0098","동익파크(355-98)","전세","162.26","202001","17","35,000","0","3","1991","서오릉로23길 9-8"
"서울특별시 은평구 구산동","308-86","0308","0086","무지개아파트(308-86)","전세","84.57","202001","11","21,000","0","6","2013","서오릉로27길 26-2"
"서울특별시 은평구 녹번동","280-1","0280","0001","녹번JR아파트","월세","59.866","202001","3","19,000","28","2","2002","통일로 586-19"
"서울특별시 은평구 녹번동","280-1","0280","0001","녹번JR아파트","전세","59.866","202001","4","27,000","0","19","2002","통일로 586-19"
"서울특별시 은평구 녹번동","280-1","0280","0001","녹번JR아파트","전세","84.923","202001","11","35,000","0","16","2002","통일로 586-19"
"서울특별시 은평구 녹번동","100-55","0100","0055","녹번현대아파트","전세","62.36","202001","3","26,000","0","3","1989","녹번로 40"
"서울특별시 은평구 녹번동","276","0276","0000","대림아파트(276)","월세","84.94","202001","10","10,000","40","15","1993","통일로 590"
"서울특별시 은평구 녹번동","29-108","0029","0108","리베하임","전세","84.3","202001","11","25,000","0","3","2007","통일로57길 16"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","월세","84.99","202001","5","10,000","140","10","2015","통일로 660"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","전세","84.99","202001","9","50,000","0","16","2015","통일로 660"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","전세","84.99","202001","10","51,000","0","5","2015","통일로 660"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","전세","114.98","202001","10","68,000","0","4","2015","통일로 660"
"서울특별시 은평구 녹번동","281","0281","0000","북한산푸르지오","전세","114.98","202001","14","57,000","0","11","2015","통일로 660"
"서울특별시 은평구 대조동","6-19","0006","0019","(6-19)","전세","29.58","202001","23","21,000","0","13","2014","통일로67길 8-10"
"서울특별시 은평구 대조동","186-9","0186","0009","미르라이프","전세","14.23","202001","4","12,000","0","12","2013","통일로 827-6"
"서울특별시 은평구 대조동","6-21","0006","0021","미소세상","전세","29.8","202001","9","21,000","0","10","2015","통일로67길 10"
"서울특별시 은평구 대조동","186-21","0186","0021","서경아파트","전세","30.33","202001","2","21,000","0","12","2017","연서로28길 17-1"
"서울특별시 은평구 대조동","195-20","0195","0020","신세계드림빌2","전세","79.92","202001","20","30,000","0","1","2003","통일로77길 14"
"서울특별시 은평구 대조동","15-122","0015","0122","영화노블레스아파트","전세","21.74","202001","6","23,000","0","10","2019","통일로65길 3-1"
"서울특별시 은평구 대조동","15-122","0015","0122","영화노블레스아파트","전세","24.41","202001","10","23,000","0","11","2019","통일로65길 3-1"
"서울특별시 은평구 대조동","15-122","0015","0122","영화노블레스아파트","전세","24.41","202001","16","22,000","0","13","2019","통일로65길 3-1"
"서울특별시 은평구 대조동","6-25","0006","0025","영화빌리지","전세","31.83","202001","11","22,000","0","6","2014","통일로67길 12-8"
"서울특별시 은평구 대조동","15-92","0015","0092","위너빌","전세","14.29","202001","8","11,500","0","12","2014","통일로65길 3-4"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","2","14,000","0","11","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","3","14,000","0","10","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","3","14,000","0","12","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","3","14,000","0","13","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","4","14,000","0","11","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","5","14,000","0","10","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","5","14,000","0","12","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","5","13,000","0","12","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","5","14,000","0","10","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","8","13,500","0","9","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","월세","14.03","202001","12","2,000","50","10","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","월세","14.03","202001","13","4,000","40","9","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","197-1","0197","0001","유진 아이디움","전세","14.03","202001","15","14,000","0","9","2019","연서로28길 8-1"
"서울특별시 은평구 대조동","4-12","0004","0012","제이타워1","월세","12.19","202001","17","6,000","20","8","2012","통일로 749-9"
"서울특별시 은평구 불광동","248","0248","0000","라이프미성","전세","66.7","202001","7","22,000","0","8","1988","통일로 780"
"서울특별시 은평구 불광동","248","0248","0000","라이프미성","월세","66.7","202001","8","2,000","90","2","1988","통일로 780"
"서울특별시 은평구 불광동","248","0248","0000","라이프미성","전세","125.75","202001","15","37,000","0","1","1988","통일로 780"
"서울특별시 은평구 불광동","486-17","0486","0017","베로니스","전세","28.84","202001","11","20,000","0","4","2019","통일로80길 1-1"
"서울특별시 은평구 불광동","486-17","0486","0017","베로니스","전세","28.84","202001","22","21,000","0","11","2019","통일로80길 1-1"
"서울특별시 은평구 불광동","643","0643","0000","북한산 힐스테이트7차","전세","84.947","202001","10","50,000","0","2","2011","통일로 796"
"서울특별시 은평구 불광동","643","0643","0000","북한산 힐스테이트7차","전세","114.977","202001","10","60,000","0","10","2011","통일로 796"
"서울특별시 은평구 불광동","643","0643","0000","북한산 힐스테이트7차","전세","84.986","202001","11","46,000","0","12","2011","통일로 796"
"서울특별시 은평구 불광동","643","0643","0000","북한산 힐스테이트7차","전세","84.947","202001","16","50,000","0","6","2011","통일로 796"
"서울특별시 은평구 불광동","643","0643","0000","북한산 힐스테이트7차","전세","84.947","202001","16","49,000","0","16","2011","통일로 796"
"서울특별시 은평구 불광동","637-1","0637","0001","북한산래미안아파트(임대)","월세","37.6205","202001","21","3,529","32","4","2010","불광로2길 41"
"서울특별시 은평구 불광동","637-1","0637","0001","북한산래미안아파트(임대)","월세","37.6205","202001","23","3,529","32","5","2010","불광로2길 41"
"서울특별시 은평구 불광동","641","0641","0000","북한산현대힐스테이트3차아파트","월세","84.98","202001","17","10,000","110","3","2010","불광로 122-10"
"서울특별시 은평구 불광동","635","0635","0000","북한산힐스테이트1차아파트","전세","84.734","202001","22","40,000","0","1","2009","불광로2길 33"
"서울특별시 은평구 불광동","645","0645","0000","불광롯데캐슬","전세","59.99","202001","17","40,000","0","5","2018","불광로 64"
"서울특별시 은평구 불광동","645","0645","0000","불광롯데캐슬","전세","59.99","202001","22","42,000","0","8","2018","불광로 64"
"서울특별시 은평구 불광동","484-56","0484","0056","정익제이원(4차)","전세","23.96","202001","15","19,500","0","14","2015","통일로82가길 1"
"서울특별시 은평구 불광동","171-61","0171","0061","현대아파트","전세","134.17","202001","13","33,500","0","7","1993","불광로20길 9"
"서울특별시 은평구 수색동","415-1","0415","0001","대림한숲","전세","84.951","202001","10","32,000","0","3","2003","은평터널로 65"
"서울특별시 은평구 수색동","415-1","0415","0001","대림한숲","전세","84.951","202001","11","31,500","0","10","2003","은평터널로 65"
"서울특별시 은평구 수색동","415-1","0415","0001","대림한숲","전세","59.895","202001","11","28,000","0","4","2003","은평터널로 65"
"서울특별시 은평구 수색동","17-9","0017","0009","수정가,나동(17-9)","전세","65.34","202001","15","12,000","0","2","1987","은평터널로2길 21"
"서울특별시 은평구 수색동","416-1","0416","0001","진흥엣세벨","전세","78.2853","202001","3","30,000","0","2","2003","은평터널로 60"
"서울특별시 은평구 신사동","356","0356","0000","뉴신사신성","전세","84.42","202001","15","17,000","0","10","1993","은평터널로 163"
"서울특별시 은평구 신사동","140-1","0140","0001","라이프미성","전세","63.53","202001","7","21,000","0","13","1987","증산로15길 35-10"
"서울특별시 은평구 신사동","140-1","0140","0001","라이프미성","전세","63.53","202001","9","20,000","0","12","1987","증산로15길 35-10"
"서울특별시 은평구 신사동","29-26","0029","0026","린든빌(29-26)","전세","59.31","202001","18","22,000","0","3","2007","증산로21길 38-3"
"서울특별시 은평구 신사동","19-162","0019","0162","명남더블레스(19-162)","전세","54.41","202001","13","36,000","0","13","2018","가좌로 330"
"서울특별시 은평구 신사동","241-2","0241","0002","벨로스신사(서부주택)","전세","78.37","202001","17","35,000","0","8","2019","가좌로11가길 10"
"서울특별시 은평구 신사동","367","0367","0000","이랜드 타운아파트","전세","84.9287","202001","18","32,000","0","12","2004","은평터널로 121-6"
"서울특별시 은평구 신사동","359","0359","0000","현대1","전세","84.17","202001","3","28,000","0","4","1997","은평터널로 164"
"서울특별시 은평구 신사동","355","0355","0000","현대2","전세","84.83","202001","11","32,000","0","14","1994","가좌로 344"
"서울특별시 은평구 역촌동","2-100","0002","0100","라움","월세","40.05","202001","2","2,007","26","3","2019","연서로16길 27-1"
"서울특별시 은평구 역촌동","2-100","0002","0100","라움","월세","43.66","202001","8","2,187","28","2","2019","연서로16길 27-1"
"서울특별시 은평구 역촌동","63-2","0063","0002","소망","전세","96.32","202001","23","28,000","0","4","2002","연서로 47-2"
"서울특별시 은평구 역촌동","232","0232","0000","역촌센트레빌","월세","113.92","202001","1","500","30","1","2011","갈현로3나길 23"
"서울특별시 은평구 역촌동","43-4","0043","0004","하늘애","월세","84.96","202001","14","25,000","30","6","2007","진흥로 27"
"서울특별시 은평구 응암동","669-1","0669","0001","대주파크빌","전세","84.92","202001","4","33,000","0","5","2003","백련산로 6"
"서울특별시 은평구 응암동","764","0764","0000","백련산힐스테이트 4차","전세","59.98","202001","16","26,444","0","2","2018","백련산로 37"
"서울특별시 은평구 응암동","764","0764","0000","백련산힐스테이트 4차","전세","59.98","202001","16","40,000","0","10","2018","백련산로 37"
"서울특별시 은평구 응암동","764","0764","0000","백련산힐스테이트 4차","전세","59.98","202001","21","26,444","0","1","2018","백련산로 37"
"서울특별시 은평구 응암동","764","0764","0000","백련산힐스테이트 4차","전세","59.98","202001","21","26,444","0","2","2018","백련산로 37"
"서울특별시 은평구 응암동","764","0764","0000","백련산힐스테이트 4차","전세","59.98","202001","21","26,444","0","1","2018","백련산로 37"
"서울특별시 은평구 응암동","759","0759","0000","백련산힐스테이트1차","전세","59.93","202001","6","37,000","0","13","2011","백련산로2길 19"
"서울특별시 은평구 응암동","759","0759","0000","백련산힐스테이트1차","전세","84.42","202001","11","42,000","0","8","2011","백련산로2길 19"
"서울특별시 은평구 응암동","759","0759","0000","백련산힐스테이트1차","월세","114.9","202001","17","25,000","105","9","2011","백련산로2길 19"
"서울특별시 은평구 응암동","759","0759","0000","백련산힐스테이트1차","월세","84.42","202001","18","20,000","74","4","2011","백련산로2길 19"
"서울특별시 은평구 응암동","760","0760","0000","백련산힐스테이트2차","월세","84.59","202001","2","36,000","25","10","2011","백련산로 38"
"서울특별시 은평구 응암동","760","0760","0000","백련산힐스테이트2차","월세","59.85","202001","3","30,000","12","2","2011","백련산로 38"
"서울특별시 은평구 응암동","760","0760","0000","백련산힐스테이트2차","전세","84.37","202001","6","42,000","0","2","2011","백련산로 38"
"서울특별시 은평구 응암동","761","0761","0000","백련산힐스테이트3차","전세","59.63","202001","4","38,000","0","8","2011","백련산로 36"
"서울특별시 은평구 응암동","761","0761","0000","백련산힐스테이트3차","전세","59.63","202001","10","34,650","0","1","2011","백련산로 36"
"서울특별시 은평구 응암동","761","0761","0000","백련산힐스테이트3차","전세","59.87","202001","22","39,000","0","11","2011","백련산로 36"
"서울특별시 은평구 응암동","88-8","0088","0008","응암아네스트","월세","13.6793","202001","4","500","55","12","2014","은평로 123"
"서울특별시 은평구 증산동","220-1","0220","0001","DMC덕원","전세","59.57","202001","2","26,000","0","4","1997","증산로 221"
"서울특별시 은평구 증산동","223-28","0223","0028","DMC자이2단지","전세","113.66","202001","11","58,000","0","6","2009","수색로 217-1"
"서울특별시 은평구 증산동","173-1","0173","0001","디오반","월세","14.46","202001","3","4,000","30","8","2011","증산로 291"
"서울특별시 은평구 증산동","244","0244","0000","우방","전세","84.99","202001","8","36,000","0","6","2000","증산로3길 26-1"
"서울특별시 은평구 진관동","27","0027","0000","은평뉴타운 구파발(금호어울림10단지)","전세","84.8","202001","6","45,000","0","7","2010","진관3로 15-45"
"서울특별시 은평구 진관동","28","0028","0000","은평뉴타운 구파발10단지(장기전세)","전세","84.78","202001","23","31,125","0","8","2010","진관3로 15-35"
"서울특별시 은평구 진관동","22","0022","0000","은평뉴타운 구파발9단지(임대)","전세","84.84","202001","16","31,125","0","6","2010","진관3로 67"
"서울특별시 은평구 진관동","22","0022","0000","은평뉴타운 구파발9단지(임대)","월세","39.96","202001","16","2,954","23","3","2010","진관3로 67"
"서울특별시 은평구 진관동","22","0022","0000","은평뉴타운 구파발9단지(임대)","월세","39.96","202001","16","2,954","23","7","2010","진관3로 67"
"서울특별시 은평구 진관동","22","0022","0000","은평뉴타운 구파발9단지(임대)","전세","49.89","202001","16","9,588","0","2","2010","진관3로 67"
